Week,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Grand Total
Trey Palmer,8.8,3,1.8,8.6,0,6.7,1.5,5.2,8.1,4.1,6.8,5.7,4.5,1.8,1.5,8.2,16.4,3,95.7
Treylon Burks,4.7,10.6,1.5,0,0,0,0,0,4.8,0,0,0,0,1.6,9.4,4.2,3.1,0,39.9
Trishton Jackson,0,0,0,0,0,0,1.7,0,3.2,0,0,0,0,0,0,0,0,0,4.9
Tutu Atwell,17.9,15.2,17.2,7.4,8.9,4,10.1,6.9,5.3,0,2.7,10.6,1.9,0,0,0,0,4.3,112.4
Ty Montgomery II,3.6,0,0,0,1.5,1.9,0,0,0,0,0,0,0.2,2.7,0,0,0,0,9.9
Tylan Wallace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.1
Tyler Boyd,3,11.2,8.9,6.6,9.9,16.8,0,13.6,8.6,19.7,5.2,5.3,7.2,4.3,7.3,10.9,4.9,1.4,144.8
Tyler Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,8.8
Tyler Lockett,3,25.9,8.4,9.4,0,15.4,7.8,22.1,6.2,23.2,10.1,6,9.7,14.9,5.1,16.1,2,17.1,202.4
Tyler Scott,3.4,0,1.6,1.9,0,3.2,5.3,2.1,0,4.1,0,0,0,2.1,7.6,0,3.5,2.2,37
Tyquan Thornton,0,0,0,0,0,1.6,1.2,0,1.7,0,0,4.2,3.9,4.7,1.5,3,5.4,0,27.2
Tyreek Hill,44.5,15,30.7,10.2,32.1,28.3,25.8,25.2,12.5,0,30.6,25.4,32.3,10.1,0,18.9,13.6,21.2,376.4
Van Jefferson,6.4,1.9,6,4.9,0,0,1.5,5.4,2.4,0,0,2.3,0,0,0,2.3,4.9,3.3,41.3
Velus Jones Jr.,0,0,0,1,0,3,1,1.4,0,0,0,0,0,2.1,2.3,0.4,0.2,0,11.4
Wan'Dale Robinson,0,0,6.1,9.7,6.9,14.2,3.2,1.7,13.5,2.6,6.7,6.6,0,17.5,6.5,4.6,19.9,13.5,133.2
Willie Snead IV,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,3.4
Xavier Gipson,0,0,0,2.7,0,1.8,0,0.3,5.2,3.4,0,3.5,12.8,8.2,4.9,2.7,8.1,1.4,55
Xavier Hutchinson,1.9,0,0,0,0,1.5,0,0,1.2,1.7,0,4.4,0,3.5,0.5,2.8,2.8,1.6,21.9
Zach Pascal,0,1.9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
Zay Flowers,17.7,10.8,13,8,12.3,17.1,11.5,6.9,2.1,12.3,8,23.2,0,20,1.7,22.2,19.6,0,206.4
Zay Jones,16.5,0,0,0,11.3,0,0,0,0,0,6,2,12.8,7.9,10.9,0,0,10.7,78.1
